Year,Month,TotalPrimaryEnergyConsumption,TotalPrimaryEnergyProduction,TotalPrimaryEnergyExports,TotalPrimaryEnergyImports,TotalPrimaryEnergyConsumedbytheIndustrialSector,TotalPrimaryEnergyConsumedbytheResidentialSector,PrimaryEnergyStockChange
1997,12,8606.32,6162.25,404.38,2005.76,2046.21,954.11,842.69
1998,1,8607.43,6401.5,404.92,2162.74,2015.14,1033.18,448.116
1998,2,7644.97,5711.26,314.85,1911.6,1808.33,884.29,336.958
1998,3,8168.63,6281.76,357.57,2114.95,1940.61,844.36,129.496
1998,4,7510.1,6005.14,368.49,2239.64,1887.58,559.43,-366.189
1998,5,7574.49,6152.07,395.84,2294.97,1877.46,362.95,-476.702
1998,6,7714.75,6028.08,366.91,2206.58,1823.27,276.81,-153.003
1998,7,8276.43,6126.84,362.57,2425.22,1954.76,248.55,86.938
1998,8,8225.68,6128.65,328.79,2329.72,1991.59,236.96,96.105
1998,9,7615.07,5865.65,341.73,2139.95,1911.2,233.3,-48.794
1998,10,7608.85,6122.03,347.72,2273.75,1997.6,348.01,-439.212
1998,11,7505.88,5855.8,302.76,2198.83,1885.01,560.88,-245.998
1998,12,8468.99,6147.63,344.58,2174.58,2021.29,822.86,491.362
1999,1,8911.85,6149.93,291.15,2230.37,1942.51,1170.28,822.705
1999,2,7808.51,5743.73,239.29,2053.82,1749.24,913.02,250.248
1999,3,8369.5,6198.13,274.65,2269.66,1880.38,889.22,176.366
1999,4,7655.63,5773.11,342.86,2344.19,1844.73,579.64,-118.802
1999,5,7622.28,5890.5,291.12,2397.6,1829.81,369.83,-374.705
1999,6,7804.1,5939.67,309.18,2270.25,1853.54,279.49,-96.642
1999,7,8368.26,6055.36,311.04,2444.24,1894.56,244.03,179.707
1999,8,8376.9,6115.24,324.31,2368.84,2003.69,238.44,217.118
1999,9,7611.08,5883.39,298.72,2207.96,1986.13,257.21,-181.56
1999,10,7713.48,5874.52,334.3,2261.4,1983.79,389.09,-88.142
1999,11,7633.34,5934.44,311.81,2118,1915.42,549.73,-107.289
1999,12,8670.98,6127.56,340.37,2185.27,1994.99,893.32,698.529
2000,1,8945.5,6023.28,318.53,2202.71,1885.43,1126.86,1038.043
2000,2,8402.2,5742.82,262.37,2197.32,1858.44,1001.83,724.425
2000,3,8293.29,6284.13,360.5,2358.66,1903.49,749.53,10.993
2000,4,7669.7,5727.98,303.16,2364.97,1793.92,565.1,-120.092
2000,5,8025.76,6023.27,319.38,2401.08,1933.02,368.12,-79.212
2000,6,8002.82,5961.74,316.96,2455.86,1888.67,275.68,-97.827
2000,7,8230.39,5951.47,308.01,2481.72,1876.96,248.35,105.211
2000,8,8542.55,6185.37,377.36,2592.8,1999.09,259.87,141.744
2000,9,7692.32,5771.77,318.83,2440.13,1906.96,277.46,-200.748
2000,10,7760.53,5948.32,368.95,2425.01,1937.36,398.55,-243.858
2000,11,7939.98,5828.95,371.59,2352.36,1841.63,685.91,130.264
2000,12,9198.44,5821.44,336.05,2592.63,1923.96,1199.77,1120.417
2001,1,9229,6109.59,343.02,2684.01,1897.6,1259.61,778.427
2001,2,8072.48,5530.6,281.42,2275.47,1731.93,1011.6,547.824
2001,3,8473.22,6180.12,286.02,2614.86,1875.23,910.14,-35.736
2001,4,7638.08,5791.09,310.31,2596.39,1811.59,568.74,-439.099
2001,5,7629.03,6063.59,352.24,2653.39,1793.73,342.47,-735.707
2001,6,7652.56,5977.75,299.52,2431.72,1722.9,269.27,-457.387
2001,7,8144.37,5988,275.28,2580.34,1789.05,250.35,-148.702
2001,8,8303.25,6203.55,334.29,2533.41,1857.93,243.05,-99.427
2001,9,7400.55,5806.79,287.77,2452.07,1764.81,249.28,-570.544
2001,10,7717.42,6138.28,310.51,2453.1,1907.25,390.69,-563.444
2001,11,7543.83,5922.88,325.16,2400.78,1800.57,535.36,-454.665
2001,12,8259.88,5963.05,325.56,2376.64,1773.07,834.96,245.759
2002,1,8792.68,6257.65,287.62,2407.27,1882.38,1058.76,415.375
2002,2,7856.61,5580.88,284.62,2143.06,1683.76,922.88,417.291
2002,3,8359.26,5923.22,262.91,2421.08,1824.03,866.6,277.871
2002,4,7758.5,5794.79,288.51,2427.62,1795.55,564.22,-175.403
2002,5,7800.42,6033.16,290.08,2503.65,1824.23,393.37,-446.312
2002,6,7890.04,5834.21,304.09,2435.69,1780.44,276.37,-75.766
2002,7,8425.77,5973.65,266.2,2521.56,1869.06,242.49,196.755
2002,8,8344.95,6026.87,338.64,2581.76,1859.16,234.99,74.954
2002,9,7660.31,5726.04,296.35,2343.44,1780.67,245.09,-112.825
2002,10,7801.55,5807.06,328.26,2559.28,1831.34,411.37,-236.516
2002,11,8013.08,5712.62,308.16,2542.73,1815.85,672.81,65.89
2002,12,8832.15,5982.82,352.81,2443.41,1780.41,1019.29,758.735
2003,1,9233.31,6001.25,373.35,2419.51,1848.59,1236.89,1185.899
2003,2,8431.29,5404.34,294.87,2170.24,1755.49,1129.4,1151.579
2003,3,8382.89,5919.49,308.32,2575.17,1787.96,892.67,196.546
2003,4,7668.23,5762.65,327.03,2605.58,1757.14,583.48,-372.977
2003,5,7663.9,5938.25,351.41,2739.83,1732.63,392.5,-662.77
2003,6,7642.5,5820.22,346.52,2653.11,1693.37,283,-484.298
2003,7,8272.41,5891.46,335.84,2741.51,1823.16,252.31,-24.724
2003,8,8391.31,5935.41,331.19,2721.13,1823.79,239.31,65.952
2003,9,7605.77,5753.88,320.76,2656.17,1774,266.27,-483.519
2003,10,7781.21,5896.79,345.3,2659.11,1832.12,392.24,-429.388
2003,11,7835.6,5579.07,335.86,2448.82,1764.1,588.26,143.571
2003,12,8926.27,5981.78,342.69,2616.77,1876.14,978.1,670.417
2004,1,9350.29,6020.8,293.79,2620.41,1866.15,1239.83,1002.868
2004,2,8733.8,5568.06,305.19,2557.76,1826.49,1094.98,913.169
2004,3,8430.95,5985.23,381.4,2838.3,1876.71,790.76,-11.179
2004,4,7793.65,5741.28,403.01,2685.34,1827.8,544.87,-229.953
2004,5,7966.29,5809.62,383.47,2871.3,1851.94,347.17,-331.169
2004,6,7982.26,5901.41,382.84,2827.37,1828.36,271.16,-363.682
2004,7,8406.31,5993.6,364.96,2935.24,1874.4,249.19,-157.571
2004,8,8354.26,5985.25,368.17,2939.56,1903.19,249.4,-202.38
2004,9,7830.36,5685.23,355.97,2661.26,1829.42,250.25,-160.154
2004,10,7947.52,5747.84,343.46,2868.72,1893.1,370.65,-325.574
2004,11,8050.39,5699.11,343.31,2807.69,1853.69,589.7,-113.091
2004,12,9156.17,6031.91,425.79,2879.32,1908,989.63,670.729
2005,1,9287.41,5969.42,359.45,2844.69,1878.45,1150.25,832.745
2005,2,8283.69,5520.61,367.52,2696.85,1738.35,977.2,433.747
2005,3,8726.25,6131.41,405.87,2896.88,1894.26,893.42,103.84
2005,4,7714.7,5754.44,393.13,2777.68,1736.51,541.65,-424.29
2005,5,7938.99,5906.14,432.84,2957.28,1800.91,392.37,-491.583
2005,6,8172.04,5925.54,451.14,2911.08,1802.77,283.47,-213.434
2005,7,8580.71,5925.58,386.3,3008.04,1759.42,250.21,33.392
2005,8,8687.78,5982.73,389.83,2945.55,1833.78,245.03,149.334
2005,9,7789.25,5390.32,302.73,2743.65,1649.27,243.43,-41.987
2005,10,7782.68,5473.99,306.16,3005.8,1701.97,354.23,-390.948
2005,11,7939.52,5592.56,294.86,2905.75,1739.71,560.28,-263.934
2005,12,9198.36,5804.01,372.05,2966.01,1807.01,1011.26,800.39
2006,1,8815.16,6034.96,350.34,2950.48,1826.92,920.66,180.052
2006,2,8190.39,5414.11,328.77,2630.3,1661.86,913.85,474.756
2006,3,8584.24,5987.91,372.63,2796.82,1817.88,823.4,172.147
2006,4,7709.12,5742.21,370.22,2784.95,1695.81,497.26,-447.816
2006,5,7956.16,6029.18,423.22,3034.54,1774.39,328.76,-684.335
2006,6,8146.01,5970.95,407.41,2933.69,1783.73,248.3,-351.217
2006,7,8632.08,5997.6,390.46,3015.39,1751.14,221.71,9.555
2006,8,8731.22,6067.08,407.95,3149.64,1864.6,215.4,-77.553
2006,9,7785.71,5752.81,446.17,2986.63,1807.22,236.52,-507.564
2006,10,8019.63,5870.35,422.44,2861.08,1852.4,373.74,-289.351
2006,11,8028.29,5787.73,423.9,2711.03,1811.04,563.14,-46.576
2006,12,8793.26,6022.43,383.83,2794.25,1807.8,812.89,360.415
2007,1,9217.75,6134.69,434.68,2981.63,1857.01,1022.34,536.106
2007,2,8750.79,5473.06,339.71,2461.84,1740.46,1122.79,1155.593
2007,3,8555.09,6038.69,410.74,3044.35,1802.23,810.24,-117.21
2007,4,7915.91,5759.35,407.77,2912.46,1743.65,549.35,-348.121
2007,5,8013.51,6087.62,438.59,3054.55,1791.42,323.62,-690.071
2007,6,8090.31,5945.82,414.78,2870.87,1723.82,239.17,-311.6
2007,7,8483.21,6005.92,490.08,3029.22,1747.62,219.07,-61.847
2007,8,8812.4,6136.69,465.62,3033.34,1788.02,220.83,107.996
2007,9,7933.63,5773.6,427.38,2877.05,1740.55,227.76,-289.631
2007,10,7964.48,5979.56,430.6,2806.8,1787.21,306.02,-391.278
2007,11,8074.13,5927.4,549.22,2763.99,1749.66,584.36,-68.042
2007,12,9081.76,6075.29,528.65,2842.45,1811.85,964.94,692.675
2008,1,9410.22,6196.42,530.65,2948.05,1892.94,1145.21,796.405
2008,2,8649.69,5819.77,523.46,2602.6,1745.84,1059.69,750.785
2008,3,8584.24,6163.45,600.7,2759,1779.43,864.27,262.49
2008,4,7832,5997.73,586.21,2775.94,1708.42,543.57,-355.466
2008,5,7889.76,6214.13,615.49,2742.53,1735.12,358.02,-451.421
2008,6,8036.55,6069.53,617.23,2766.68,1677.26,258.11,-182.431
2008,7,8411.82,6398,600.39,2816.67,1715.34,230.16,-202.458
2008,8,8211.73,6296.12,579.17,2838.86,1681.79,219.44,-344.082
2008,9,7348.74,5638.86,515.31,2446.44,1510.44,229.99,-221.251
2008,10,7779.77,6100.07,585.06,2826.74,1771.72,358.25,-561.986
2008,11,7805.05,5952.47,586.39,2690.39,1642.96,607.27,-251.408
2008,12,8793.52,6297.72,609.13,2756.46,1592.96,1016.78,348.46
2009,1,9126.29,6296.15,594.79,2827.83,1649.67,1193.63,597.091
2009,2,7866.52,5718,502.2,2377.44,1500.83,958,273.279
2009,3,8045.43,6239.91,554.86,2664.29,1567.43,790.96,-303.906
2009,4,7334.31,5926.73,503.11,2485.88,1466.35,540.24,-575.192
2009,5,7280.13,6076.21,532.9,2435.55,1481.3,319.56,-698.731
2009,6,7530.48,6074.15,562.05,2456.69,1501.43,245.75,-438.312
2009,7,7807.5,6205.38,615.76,2550.36,1527.43,226.49,-332.476
2009,8,7955.07,6178.13,592.08,2445.57,1576.4,221.24,-76.557
2009,9,7263.59,5904.7,595.72,2453.53,1558.98,235.91,-498.925
2009,10,7463.26,5991.57,643.76,2325.74,1602.1,391.53,-210.295
2009,11,7437.88,5852.84,597.67,2315.79,1585.52,525.3,-133.078
2009,12,8830.93,6127.09,625.3,2351.67,1652.07,990.18,977.481
2010,1,9121.93,6158.51,585.99,2514.87,1688.45,1173.86,1034.547
2010,2,8200.72,5737.33,551.75,2236.02,1594.31,1013.92,779.115
2010,3,8189.36,6379.29,649.69,2518.27,1760.35,751.93,-58.512
2010,4,7361.5,6051.2,681.03,2578.93,1651.76,442.45,-587.608
2010,5,7665.73,6206.2,698.95,2577.52,1655.63,320.74,-419.052
2010,6,7997.9,6196.44,679.21,2555.15,1664.7,251.12,-74.475
2010,7,8366.06,6336.49,710.8,2704.4,1675.94,220.75,35.962
2010,8,8430.51,6401.56,692.79,2626.11,1762.48,211.88,95.633
2010,9,7682.09,6278.25,670.07,2430.5,1721.18,219.8,-356.587
2010,10,7489.57,6334.77,709.12,2389.3,1676.48,336.53,-525.382
2010,11,7785.97,6254.23,754.71,2288.17,1680.49,614.54,-1.725
2010,12,9220.38,6571.94,791.94,2446.53,1796.81,1084.53,993.85
2011,1,9286.56,6494.69,833.67,2645.13,1806.2,1191.84,980.394
2011,2,8096.62,5894.35,753.17,2117.78,1598.1,964.49,837.651
2011,3,8324.75,6674.79,872.97,2530.83,1790.26,766.32,-7.902
2011,4,7485.91,6302.05,870.43,2403.86,1640.97,468.21,-349.574
2011,5,7568.81,6437.99,840.13,2490.01,1666.64,310.85,-519.063
2011,6,7879.55,6433.98,811.53,2408.99,1655.8,236.83,-151.886
2011,7,8370.64,6500.34,846.63,2495.44,1669.2,216.27,221.49
2011,8,8394.55,6706.97,872.19,2396.65,1765.62,224.41,163.114
2011,9,7551.65,6439.81,884.39,2286.94,1687.54,238.51,-290.707
2011,10,7565.36,6681.98,883.31,2345.89,1736.84,363.63,-579.19
2011,11,7775.26,6657.88,886.75,2266.04,1755.03,595.31,-261.912
2011,12,8568.41,6878.95,1017.56,2360.43,1734.99,897.63,346.585
2012,1,8665.99,6938.3,851.58,2359.73,1818.14,989.64,219.55
2012,2,7954.12,6338.07,823.6,2141.5,1711.97,830.09,298.156
2012,3,7662.98,6654.51,953.32,2295.46,1722.42,543.9,-333.664
2012,4,7204.8,6276.5,979.32,2210.59,1647.12,395.88,-302.974
2012,5,7599.49,6601.7,991.62,2391.59,1716.51,267.95,-402.184
2012,6,7723.45,6455.47,977.28,2370.46,1684.75,220.47,-125.204
2012,7,8285.02,6752.07,964.29,2352.84,1707.97,203.15,144.404
2012,8,8219.99,6797.17,932.24,2359.82,1760.03,209.7,-4.757
2012,9,7358.43,6442.53,898.55,2198.32,1666.49,215.58,-383.864
2012,10,7563.88,6684.44,936.5,2175.9,1792.13,351.68,-359.968
2012,11,7757.49,6546.42,923.77,2118.82,1758.94,623.39,16.022
2012,12,8384.22,6761.91,1035.29,2093.13,1796.56,833.59,564.478
2013,1,8972.18,6844.28,885.25,2163.81,1854.17,1100.62,849.347
2013,2,8007.46,6228.36,853.62,1804.2,1666.84,955.94,828.517
2013,3,8373.34,6812.18,1020.15,2026.2,1747.83,861.39,555.115
2013,4,7513.72,6616.22,904.99,2055.32,1686.16,518.29,-252.832
2013,5,7604.7,6920.83,994.82,2137.39,1756.67,312.58,-458.708
2013,6,7715.26,6744.4,958.09,2040,1705.62,226.97,-111.055
2013,7,8262.8,7064.11,1013.64,2168.37,1790.1,211.73,43.958
2013,8,8161.6,7121.17,1016.86,2157.73,1769.05,214.55,-100.449
2013,9,7629.75,6801.89,955.02,2064.74,1788.27,228.18,-281.856
2013,10,7706.94,6885.49,1062.51,2016.37,1851.28,342.05,-132.405
2013,11,8119.87,6845.35,983.44,1923.92,1859.7,674.11,334.034
2013,12,9062.84,6981.78,1139.16,2064.52,1907.51,1043.57,1155.713
2014,1,9586.48,7176.1,999.61,2058.38,1914.78,1272.04,1351.614
2014,2,8423.46,6475.83,923.23,1798.33,1692.86,1068.47,1072.53
2014,3,8517.48,7298.1,1087.87,1976.81,1759.33,903.99,330.43
2014,4,7551.89,7136.8,971.59,1949.04,1747.61,492.68,-562.363
2014,5,7643.87,7361.91,1013.29,1979.26,1733.54,334.69,-683.998
2014,6,7772.39,7230.6,1014.3,1829.11,1702.59,240.15,-273.018
2014,7,8223.28,7550.42,1060.9,1995.01,1792.57,224.26,-261.249
2014,8,8198.86,7562.95,1060.63,1972.18,1799.75,216.57,-275.642
2014,9,7638,7297.76,965.96,1888.96,1785.99,247.35,-582.765
2014,10,7755.15,7523.12,1008.6,1899.39,1847.38,356.32,-658.763
2014,11,8192.79,7371.35,1024.12,1878.98,1812.02,728.22,-33.42
2014,12,8793.28,7774.73,1139.67,2015.55,1875.13,923.05,142.671
2015,1,9294.5,7714.26,1102.8,2075.3,1907.19,1177.96,607.738
2015,2,8607.23,6875.22,1005.7,1839.73,1726.4,1124.65,897.979
2015,3,8429.97,7593.95,1035.11,2078.92,1815.23,820.84,-207.793
2015,4,7464.73,7331.75,1105.45,1921.58,1740.96,452.69,-683.148
2015,5,7642.06,7368.84,1110.18,2000.19,1786.35,298.91,-616.785
2015,6,7895.19,7123.56,1032.34,1962.59,1780.54,219.5,-158.616
2015,7,8425.84,7539.28,1095.11,2031.95,1845.07,207.4,-50.283
2015,8,8308.94,7650.22,1053.59,2081.93,1830.17,207.34,-369.63
2015,9,7682.86,7325.54,1076.21,1925.43,1731.99,210.08,-491.893
2015,10,7612.68,7369.97,1069.63,1901.35,1744.25,359.48,-589.014
2015,11,7672.43,7117.31,1060.17,1898.71,1708.57,587.96,-283.414
2015,12,8367.73,7283.74,1155.87,2076,1811.42,798.93,163.863
2016,1,9054.38,7232.94,1099,2103.2,1880.77,1091.21,817.237
2016,2,8224.63,6812.1,1037.64,2026.81,1806.97,874.47,423.357
2016,3,7982.82,7137.94,1167.18,2135.12,1831.99,609.86,-123.058
2016,4,7445.81,6727.72,1122.73,2026.28,1711.37,462.51,-185.456
2016,5,7576.36,6995.05,1242.53,2165.41,1732.5,312.79,-341.573
2016,6,7928.65,6897.7,1190.17,2070.74,1722.09,219.23,150.384
2016,7,8459.73,7137.98,1130.69,2253.79,1766.37,205.11,198.654
2016,8,8530.15,7196.66,1186.21,2211.39,1856.75,192.33,308.322
2016,9,7744.05,6856.6,1184.22,2097.86,1755.48,211.28,-26.197
2016,10,7648.67,7110.89,1124.29,2058.27,1814.92,314.69,-396.198
2016,11,7711.82,7032.51,1262.83,2105.28,1791.72,526.48,-163.139
2016,12,9074.26,7202.94,1371.73,2123.96,1897.87,1010.65,1119.096
2017,1,8975.71,7299.01,1380.43,2314.68,1888.02,1040.96,742.452
2017,2,7621.17,6746.04,1389.05,1959.25,1673.34,743.25,304.921
2017,3,8430.38,7400.07,1470.17,2194.99,1878.17,749.89,305.492
2017,4,7452.59,7018.32,1421.18,2111.71,1769.35,408.72,-256.264
2017,5,7793.16,7337.44,1452.96,2263.76,1815.92,313.79,-355.074
2017,6,7958.66,7306,1434.4,2117.26,1796.77,229.95,-30.199
2017,7,8421.86,7414.65,1458.49,2129.01,1848.45,202.97,336.697
2017,8,8292.36,7516.46,1393.33,2153.42,1840.2,204.81,15.812
2017,9,7617.95,7230.29,1477.95,1993.26,1769.92,215.28,-127.641
2017,10,7808.37,7580.65,1683.26,2064.72,1847.14,324.95,-153.751
2017,11,8097.03,7544.16,1657.56,2023.43,1901.83,628.23,186.998
2017,12,9187.35,7737.65,1726.82,2132.35,1943.65,1035.71,1044.162
2018,1,9664.3,7746.07,1572.45,2227.52,2000.64,1248.44,1263.15
2018,2,8063.53,7208.5,1524.59,1860.68,1770.22,886.62,518.937
2018,3,8705.32,7980.85,1742.41,2114.33,1968.5,856.11,352.546
2018,4,7886.11,7603.1,1791.85,2125.12,1813.53,610.98,-50.257
2018,5,7986.15,7967.11,1774.73,2142.16,1883.03,293.2,-348.381
2018,6,8142.89,7866.95,1762.19,2176.34,1849.47,229.12,-138.216
2018,7,8610.07,8113.26,1863.19,2161.45,1910.52,215.11,198.555
2018,8,8689.6,8403.34,1737.06,2191.52,1989.62,205.19,-168.194
2018,9,7863.38,7988.62,1723.36,1998.8,1858.31,221.4,-400.679
2018,10,8085.77,8265.33,1893.63,1981.98,1982.12,410.42,-267.908
2018,11,8515.06,8181.26,1883.56,1895.83,1925.85,800.21,321.536
2018,12,9028.03,8478.21,1954.64,1957.56,1933.85,1006.24,546.895
2019,1,9547.8,8531.33,1910.22,2121.9,2058.68,1215.19,804.778
2019,2,8391.76,7687.61,1724.71,1700.24,1777.26,1034.98,728.623
2019,3,8707.93,8343.29,1912.07,1924.65,1925.72,906.21,352.057
2019,4,7676.29,8326.41,1892.92,1924.81,1842.85,485.58,-682.003
2019,5,7952.51,8651.73,1953.8,2045.87,1902.2,351.35,-791.293
2019,6,7918.25,8335.03,1940.03,1889.38,1831.9,248.78,-366.129
2019,7,8563.21,8537.51,1888.85,2020.57,1908.09,230.79,-106.026
2019,8,8566.33,8765.61,1969.31,1975.28,1947,230.82,-205.246
2019,9,7867.33,8425.06,1976.91,1789.24,1870.57,223.32,-370.065
2019,10,7942.21,8651.78,2087.74,1816.11,1957.67,376.57,-437.941
2019,11,8396.08,8467.75,2028.61,1688.43,1951.82,797.54,268.519
2019,12,8948.23,8763.2,2190.41,1968.76,1995.55,988.94,406.68
2020,1,8966.85,8772.03,2175.21,1871.49,2013.47,1035.09,498.533
2020,2,8360.39,8123.96,2088.79,1727.19,1888.42,926.93,598.038
2020,3,7876.85,8485.73,2236.07,1782.15,1941.48,697.7,-154.961
2020,4,6508.52,7775.46,1879.79,1507.49,1616.77,530.01,-894.627
2020,5,6821.54,7480.06,1693.72,1651.25,1684.98,375.94,-616.059
2020,6,7268.46,7622.97,1658.98,1704.52,1686.46,244.44,-400.042
2020,7,8059.71,8014.05,1874.13,1691.69,1800.22,217.92,228.105
2020,8,8006.08,7968.96,1877.79,1612.73,1845.96,205.96,302.183
2020,9,7293.29,7701.64,1852.77,1544.96,1785.22,233.62,-100.543
2020,10,7469.1,7755.09,1975.29,1578.49,1886.1,371.04,110.822
2020,11,7575.02,7852.2,1956.91,1596.21,1904.86,591.15,83.525
2020,12,8705.94,8100.2,2194.46,1719.9,2006.33,1001.34,1080.312
2021,1,8928.91,8243.74,2082.93,1771.53,2021.56,1120.6,996.566
2021,2,8139.57,6850.26,1666.9,1565.74,1608.73,1102.87,1390.471
2021,3,8109.95,8360.4,2067.11,1788.11,1893.81,764.85,28.549
2021,4,7516.39,8010.49,2104.47,1702.77,1889.51,493.39,-92.394
2021,5,7721.36,8396.55,2131.19,1799.13,1921.45,350.98,-343.123
2021,6,8040.75,8161.98,2204.43,1890.42,1879.56,242.51,192.786
2021,7,8407.85,8355.77,2085.38,1877.72,1902.92,218.29,259.73
2021,8,8518.78,8411.12,2183.27,1845.78,1952.38,207.04,445.152
2021,9,7714.91,8057.6,1925,1829,1868.88,228.07,-246.694
2021,10,7763.65,8375.29,2062.9,1751.84,1948.29,325.04,-300.581
2021,11,8135.17,8337.09,2171.55,1774.26,1931.11,651.16,195.378
2021,12,8742.94,8670.05,2386.34,1859.1,2010.91,868.61,600.126
2022,1,9497.34,8557.09,2181.24,1836.86,2061.09,1207.81,1284.631
2022,2,8450.59,7762.69,2054.58,1685.05,1848.61,1025.21,1057.432
2022,3,8533.38,8704.28,2375.69,1849.29,1995.15,791.21,355.506
2022,4,7736.78,8322.99,2276.13,1745.59,1882.88,552.53,-55.663
2022,5,7925.64,8740.73,2330.16,1792.9,1875.52,341.58,-277.839
2022,6,8145.03,8568.14,2311.96,1802.65,1895.37,248.2,86.202
2022,7,8572.37,8775.52,2289.2,1908.77,1969.58,228.15,177.285
2022,8,8518.83,8813.29,2345.37,1822.91,1966.07,216.28,228.006
2022,9,7772.71,8562.48,2226,1702.81,1902.07,235.76,-266.567
2022,10,7800.77,8758.59,2326.41,1768.39,1963.45,392.47,-399.801
2022,11,8273.91,8625.49,2301.05,1762.66,1959.54,692.29,186.813
2022,12,9066.26,8668.38,2427.22,1796.74,1863.06,1062.51,1028.36
